"nome","nam_pedra","num_fase","_des_turma","num_inde","num_iaa","num_ieg","num_ips","num_ipv","num_ian","num_ida","num_ipp","ano","dat_reference","flg_ponto_virada"
ALUNO-1,Ametista,2,H,7.88,8.50,8.7,7.5,7.75,10,7,5.93,2020,2020-01-01,Não
ALUNO-3,Ametista,3,H,7.85,7.91,8.9,7.5,8.11,10,5.5,8.12,2020,2020-01-01,Não
ALUNO-4,Quartzo,1,D,5.07,8.00,4.1,6.87,7.75,5,0,7.18,2020,2020-01-01,Não
ALUNO-5,Ametista,2,M,8.07,7.50,8,7.5,8.16,10,7.5,8.43,2020,2020-01-01,Não
ALUNO-8,Ametista,4,L,8.38,8.33,9.9,4.37,8.94,10,7.33,8.74,2020,2020-01-01,Sim
ALUNO-10,Quartzo,3,B,5.16,5.83,5.2,3.75,6.83,10,0,7.96,2020,2020-01-01,Não
ALUNO-11,Topázio,0,A,9.71,9.00,10,8.12,10,10,10,10,2020,2020-01-01,Sim
ALUNO-12,Quartzo,3,G,5.83,6.25,6,5.62,5.27,5,6.66,5.62,2020,2020-01-01,Não
ALUNO-14,Ágata,2,M,6.43,8.00,7.6,6.87,7.91,10,0,8.43,2020,2020-01-01,Não
ALUNO-15,Quartzo,2,D,5.16,8.50,4,7.5,7.25,5,0,8.12,2020,2020-01-01,Não
ALUNO-17,Ametista,1,G,7.76,9.50,6.8,7.5,7.75,5,10,6.56,2020,2020-01-01,Não
ALUNO-18,Ágata,3,E,7.20,9.58,7,7.5,7.94,5,6.5,7.08,2020,2020-01-01,Não
ALUNO-28,Topázio,3,J,9.35,9.58,9.6,6.87,9.94,10,9,10,2020,2020-01-01,Sim
ALUNO-30,Ágata,0,C,7.12,7.91,10,7.5,6.91,10,4.75,2.5,2020,2020-01-01,Não
ALUNO-33,Ágata,3,E,7.01,6.66,4.5,7.5,6.27,10,8.66,7.08,2020,2020-01-01,Não
ALUNO-34,Ametista,2,C,7.69,8.50,9.3,6.87,7.94,5,7,8.12,2020,2020-01-01,Não
ALUNO-35,Ágata,7,B,6.64,8.75,6.1,6.25,8.29,5,5,7.65,2020,2020-01-01,Não
ALUNO-36,Ametista,3,C,8.30,9.58,9.9,7.5,8.22,5,8,8.74,2020,2020-01-01,Não
ALUNO-37,Ágata,2,N,6.67,10,7.7,4.37,7.77,10,2.5,6.45,2020,2020-01-01,Não
ALUNO-53,Topázio,5,X,8.69,9.16,10,7.5,0,10,8.2,0,2020,2020-01-01,Não
ALUNO-39,Ametista,3,F,8.13,6.24,9.4,7.5,6.77,10,8.33,8.54,2020,2020-01-01,Não
ALUNO-41,Ametista,1,D,7.46,8.00,8.3,7.5,7.75,5,7.25,7.5,2020,2020-01-01,Não
ALUNO-43,Ametista,4,F,7.80,7.5,7.5,7.5,8.04,10,7,7.96,2020,2020-01-01,Não
ALUNO-44,Ágata,1,M,6.21,9.00,6.8,7.5,7.91,10,0,6.25,2020,2020-01-01,Não
ALUNO-45,Ágata,1,G,6.63,8.50,1,7.5,7.75,5,10,7.81,2020,2020-01-01,Não
ALUNO-46,Ágata,0,C,6.96,9.50,10,7.5,7.58,10,0,7.5,2020,2020-01-01,Não
ALUNO-51,Topázio,0,D,8.95,9.50,9.8,7.5,7.41,10,10,8.12,2020,2020-01-01,Não
ALUNO-52,Ametista,2,F,8.18,10,8.6,6.25,8.22,10,7,7.91,2020,2020-01-01,Não
ALUNO-55,Ágata,6,C,6.87,0,9,7.5,8.66,5,6.33,8.28,2020,2020-01-01,Sim
ALUNO-57,Ametista,6,B,7.31,8.33,7.1,6.25,7.58,10,5.83,7.5,2020,2020-01-01,Não
ALUNO-59,Ágata,3,E,6.56,8.75,3.6,7.5,6.44,10,6,7.29,2020,2020-01-01,Não
ALUNO-60,Ametista,5,F,7.67,7.5,9.7,6.87,8.12,5,6.66,8.43,2020,2020-01-01,Não
ALUNO-61,Quartzo,1,N,5.60,9.00,6.5,7.5,7.33,5,0,6.87,2020,2020-01-01,Não
ALUNO-62,Ágata,2,L,6.33,7.91,6.9,7.5,7.5,5,3.5,7.08,2020,2020-01-01,Não
ALUNO-68,Quartzo,1,F,5.98,9.00,7.6,7.5,8,5,0,7.18,2020,2020-01-01,Não
ALUNO-71,Ametista,0,A,7.55,8.50,10,5,7.74,5,9.5,2.5,2020,2020-01-01,Não
ALUNO-75,Topázio,3,L,9.68,10,10,10,9.75,10,9,9.37,2020,2020-01-01,Sim
ALUNO-76,Topázio,0,B,8.95,8.91,10,10,6.58,10,10,7.5,2020,2020-01-01,Não
ALUNO-112,Ágata,3,H,6.44,7.91,6.8,4.37,7.61,5,5.33,7.70,2020,2020-01-01,Não
ALUNO-78,Ametista,1,A,7.35,9.50,9,7.5,7.66,5,5.5,7.18,2020,2020-01-01,Não
ALUNO-80,Ágata,2,N,6.49,6.91,9.2,7.5,7.44,10,0,7.29,2020,2020-01-01,Não
ALUNO-81,Ametista,4,L,7.38,5.41,8.8,7.5,9.11,5,6,8.12,2020,2020-01-01,Sim
ALUNO-82,Ametista,0,D,7.95,8.50,10,7.5,7.33,5,8.5,6.87,2020,2020-01-01,Não
ALUNO-83,Ametista,4,B,8.15,9.16,9.4,5.62,9.16,10,5.33,8.95,2020,2020-01-01,Sim
ALUNO-84,Topázio,0,B,8.75,9.00,10,10,6.99,10,8.5,7.5,2020,2020-01-01,Não
ALUNO-85,Ágata,0,D,7.26,9.50,9.9,2.5,6.66,5,10,2.5,2020,2020-01-01,Não
ALUNO-86,Quartzo,6,A,5.68,8.33,4.9,7.5,5.70,5,3.66,7.5,2020,2020-01-01,Não
ALUNO-87,Ametista,4,L,8.18,8.33,9.2,5.62,8.72,10,6.66,8.74,2020,2020-01-01,Sim
ALUNO-88,Topázio,2,D,9.04,10,9.4,7.5,9.58,10,9.5,5.93,2020,2020-01-01,Sim
ALUNO-89,Ametista,0,G,7.93,10,10,7.5,7.5,5,7.5,6.87,2020,2020-01-01,Não
ALUNO-90,Ágata,3,M,7.07,8.33,5.8,7.5,7.50,5,7.66,7.96,2020,2020-01-01,Não
ALUNO-91,Ágata,2,H,6.84,9.00,6.4,6.87,7.58,10,4.5,5.62,2020,2020-01-01,Não
ALUNO-94,Ágata,3,B,6.75,7.08,6,7.5,7.50,10,4,7.96,2020,2020-01-01,Não
ALUNO-95,Ametista,3,A,7.33,9.58,8.2,7.5,6.79,5,6.66,7.96,2020,2020-01-01,Não
ALUNO-96,Ágata,7,A,6.43,9.16,6.1,6.87,8.79,5,3,7.5,2020,2020-01-01,Sim
ALUNO-97,Ametista,2,D,7.39,9.50,8,7.5,7.75,5,6,8.43,2020,2020-01-01,Não
ALUNO-100,Ágata,1,M,6.90,9.00,6.5,4.37,7.91,5,7.5,6.87,2020,2020-01-01,Não
ALUNO-102,Ametista,1,J,7.96,8.00,8.5,7.5,7.83,10,7,7.5,2020,2020-01-01,Não
ALUNO-103,Topázio,0,F,8.59,9.00,10,7.5,7.33,10,8.5,7.81,2020,2020-01-01,Não
ALUNO-105,Topázio,3,B,8.51,9.16,9.6,7.5,7.66,10,8,7.96,2020,2020-01-01,Não
ALUNO-106,Ametista,0,H,8.45,9.50,10,7.5,7.5,5,10,7.5,2020,2020-01-01,Não
ALUNO-111,Ágata,3,L,6.85,7.91,7.7,7.5,7.87,5,4.5,7.96,2020,2020-01-01,Não
ALUNO-139,Ágata,5,L,6.10,9.16,5.8,7.5,5.49,5,4.33,8.12,2020,2020-01-01,Não
ALUNO-113,Ametista,1,M,7.69,8.50,8.8,7.5,7.91,5,7.5,7.5,2020,2020-01-01,Não
ALUNO-115,Quartzo,4,A,5.33,9.16,10,6.87,5.11,5,5.16,7.91,2020,2020-01-01,Não
ALUNO-117,Ametista,1,M,8.03,8.00,8.9,7.5,7.91,5,9.5,7.18,2020,2020-01-01,Não
ALUNO-118,Ametista,1,D,8.34,8.50,7.7,7.5,7.41,10,10,7.18,2020,2020-01-01,Não
ALUNO-120,Ametista,0,A,7.89,9.00,10,8.12,7.66,5,9.5,2.5,2020,2020-01-01,Não
ALUNO-125,Ágata,1,C,7.18,9.00,9,7.5,7.33,5,5,7.70,2020,2020-01-01,Não
ALUNO-128,Quartzo,0,G,5.85,7.41,10,5.62,3.50,5,5.5,2.5,2020,2020-01-01,Não
ALUNO-132,Ametista,4,F,7.34,8.75,6.5,7.5,6.95,10,6,8.28,2020,2020-01-01,Não
ALUNO-133,Ametista,0,D,8.42,10,9.8,7.5,7.5,5,10,7.18,2020,2020-01-01,Não
ALUNO-135,Ametista,1,A,7.79,9.00,8.4,7.5,7.25,10,6.5,7.18,2020,2020-01-01,Não
ALUNO-136,Quartzo,5,A,4.64,7.5,4,4.37,5.44,5,2,6.66,2020,2020-01-01,Não
ALUNO-145,Ametista,7,B,8.34,7.91,9.1,7.5,8.83,10,7.33,7.5,2020,2020-01-01,Sim
ALUNO-146,Ágata,1,C,6.38,10,7.2,7.5,7.33,10,0,7.29,2020,2020-01-01,Não
ALUNO-147,Quartzo,2,C,5.93,9.00,8,7.5,7.27,5,0,7.29,2020,2020-01-01,Não
ALUNO-149,Ágata,6,B,7.13,7.5,8.7,5.62,8.33,10,3,8.12,2020,2020-01-01,Não
ALUNO-151,Ametista,1,R,8.23,9.50,9.5,7.5,8.61,5,7.5,9.16,2020,2020-01-01,Não
ALUNO-152,Ametista,3,B,7.96,6.24,9,7.5,8.62,10,6.33,7.96,2020,2020-01-01,Não
ALUNO-153,Ametista,4,F,8.16,10,9,7.5,9.12,10,4.66,8.59,2020,2020-01-01,Sim
ALUNO-154,Quartzo,1,M,5.88,8.50,7.1,7.5,7.91,5,0,7.81,2020,2020-01-01,Não
ALUNO-156,Ágata,2,J,7.11,7.91,8.9,7.5,8.11,5,5,6.66,2020,2020-01-01,Não
ALUNO-157,Ágata,1,H,7.17,9.50,6.4,7.5,7.77,5,6.75,7.91,2020,2020-01-01,Não
ALUNO-158,Quartzo,3,E,6.06,9.16,5.9,3.75,6.61,5,5,7.70,2020,2020-01-01,Não
ALUNO-160,Quartzo,1,H,4.47,8.00,2.3,5,7.44,5,0,7.29,2020,2020-01-01,Não
ALUNO-161,Ametista,8,A,8.89,7.91,10,7.5,0,10,9,0,2020,2020-01-01,Não
ALUNO-162,Ametista,1,B,7.95,8.50,8.8,7.5,7.75,5,8.5,8.43,2020,2020-01-01,Não
ALUNO-163,Ágata,1,G,6.44,7.50,8.2,5,7.75,5,6.25,2.5,2020,2020-01-01,Não
ALUNO-164,Ametista,1,D,7.70,9.50,8.7,7.5,7.75,5,7.5,7.18,2020,2020-01-01,Não
ALUNO-165,Ametista,0,G,8.43,9.00,10,7.5,7.5,5,10,7.81,2020,2020-01-01,Não
ALUNO-168,Ametista,1,J,8.08,10,8.8,7.5,8.11,5,8.5,7.5,2020,2020-01-01,Não
ALUNO-169,Ametista,0,E,7.80,9.00,10,5,5.74,10,10,2.5,2020,2020-01-01,Não
ALUNO-173,Quartzo,5,G,3.73,7.91,9,3.12,4.12,5,2.83,5.62,2020,2020-01-01,Não
ALUNO-174,Ametista,5,X,7.92,9.16,10,5.62,0,10,7.2,0,2020,2020-01-01,Não
ALUNO-183,Ametista,0,E,7.86,9.00,10,8.12,7.00,5,10,2.5,2020,2020-01-01,Não
ALUNO-184,Ametista,1,H,8.25,10,8.3,7.5,7.77,10,7.5,7.91,2020,2020-01-01,Não
ALUNO-186,Ágata,3,J,6.31,8.75,5.8,7.5,6.66,2.5,5.66,8.12,2020,2020-01-01,Não
ALUNO-187,Ágata,2,G,6.41,8.50,8,7.5,7.11,10,0,7.91,2020,2020-01-01,Não
ALUNO-188,Ametista,3,C,7.74,7.08,4.7,7.5,8.66,10,9,8.12,2020,2020-01-01,Sim
ALUNO-189,Ágata,1,C,7.25,8.00,8.3,5,7.33,5,8,7.29,2020,2020-01-01,Não
ALUNO-190,Topázio,7,B,8.73,8.33,9.2,6.87,9.66,10,7.66,9.06,2020,2020-01-01,Sim
ALUNO-192,Quartzo,1,H,4.85,7.41,5.1,5,7.44,5,0,6.04,2020,2020-01-01,Não
ALUNO-230,Quartzo,3,G,5.00,8.75,6.1,4.37,4.61,5,2.33,5.83,2020,2020-01-01,Não
ALUNO-193,Topázio,3,F,8.53,10,9.8,5,9.33,10,7,8.12,2020,2020-01-01,Sim
ALUNO-194,Ágata,6,A,7.12,8.33,8.3,6.87,7.04,5,6.33,7.65,2020,2020-01-01,Não
ALUNO-197,Topázio,3,F,8.83,8.33,9.6,7.5,8.5,10,8.66,8.95,2020,2020-01-01,Não
ALUNO-198,Quartzo,6,A,5.51,0,6.1,5.62,6.29,10,4.5,5.78,2020,2020-01-01,Não
ALUNO-199,Ágata,3,C,6.65,6.25,4.8,7.5,7.38,5,7.66,8.12,2020,2020-01-01,Não
ALUNO-200,Ametista,4,F,7.35,7.91,5.8,7.5,8.54,10,5.66,8.12,2020,2020-01-01,Não
ALUNO-201,Ametista,3,L,7.71,7.08,9.4,7.5,7.41,5,8,7.96,2020,2020-01-01,Não
ALUNO-202,Quartzo,2,R,3.77,0,2.9,6.87,6.83,5,0,6.45,2020,2020-01-01,Não
ALUNO-206,Quartzo,6,B,5.21,0,4.3,7.5,7.12,10,2,7.81,2020,2020-01-01,Não
ALUNO-208,Ametista,2,D,7.84,9.00,9.4,7.5,7.5,10,5,8.12,2020,2020-01-01,Não
ALUNO-209,Topázio,0,H,9.07,9.50,10,6.25,10,5,10,10,2020,2020-01-01,Sim
ALUNO-210,Ametista,5,B,8.21,10,9.1,7.5,8.27,10,5.66,8.54,2020,2020-01-01,Não
ALUNO-212,Ágata,0,H,6.34,7.41,10,4.37,2.58,10,7,2.5,2020,2020-01-01,Não
ALUNO-213,Ametista,2,P,8.08,9.00,9.7,5,7.83,5,9,8.74,2020,2020-01-01,Não
ALUNO-215,Topázio,1,A,8.87,9.50,9.3,7.5,7.66,10,10,7.81,2020,2020-01-01,Não
ALUNO-216,Quartzo,8,A,5.96,8.75,0,5.62,0,10,7.4,0,2020,2020-01-01,Não
ALUNO-217,Topázio,1,B,8.94,8.00,9.4,7.5,9.00,10,9.5,8.12,2020,2020-01-01,Sim
ALUNO-219,Ametista,2,M,7.83,9.50,7.9,8.75,7.91,10,5,8.43,2020,2020-01-01,Não
ALUNO-222,Topázio,1,F,8.47,9.00,7.8,7.5,8.25,10,9.5,7.18,2020,2020-01-01,Não
ALUNO-223,Ágata,1,E,6.59,9.00,5.2,6.87,8.05,5,5,8.54,2020,2020-01-01,Não
ALUNO-225,Topázio,4,B,8.84,9.58,9.7,7.5,8.27,10,8.33,8.74,2020,2020-01-01,Não
ALUNO-226,Ametista,2,G,7.84,8.50,7.4,5.62,8.22,10,7.5,8.12,2020,2020-01-01,Não
ALUNO-227,Quartzo,3,L,5.98,8.75,3,7.5,6.04,5,6.33,7.81,2020,2020-01-01,Não
ALUNO-229,Quartzo,1,H,5.89,7.33,7.8,7.5,7.77,5,0,7.91,2020,2020-01-01,Não
ALUNO-231,Quartzo,6,C,5.95,8.33,3.7,5,6.58,10,4.33,7.03,2020,2020-01-01,Não
ALUNO-235,Ametista,3,B,8.12,8.33,9,7.5,7.29,10,7.66,7.5,2020,2020-01-01,Não
ALUNO-238,Ágata,2,H,6.49,9.00,8.4,5,7.75,5,4,5.62,2020,2020-01-01,Não
ALUNO-241,Ametista,1,G,7.28,9.00,8.8,6.25,6.75,5,9.5,2.5,2020,2020-01-01,Não
ALUNO-242,Ágata,1,G,6.70,9.00,7.4,6.25,6.91,5,5.5,7.18,2020,2020-01-01,Não
ALUNO-246,Ametista,1,J,7.63,9.50,8.3,6.87,7.66,5,8,7.08,2020,2020-01-01,Não
ALUNO-251,Topázio,1,N,8.57,8.50,8.9,7.5,7.33,10,10,7.29,2020,2020-01-01,Não
ALUNO-269,Ágata,1,J,7.09,7.50,8.6,7.5,7.5,5,5.75,7.29,2020,2020-01-01,Não
ALUNO-259,Topázio,7,B,8.75,9.16,9.1,7.5,9.29,10,7.66,8.75,2020,2020-01-01,Sim
ALUNO-261,Ágata,3,A,7.25,9.16,8.8,7.5,7.79,2.5,6.33,7.5,2020,2020-01-01,Não
ALUNO-262,Ametista,5,F,8.22,7.91,9.2,5,9.25,10,6.66,9.06,2020,2020-01-01,Sim
ALUNO-263,Ametista,5,B,8.38,9.58,9.5,6.87,8.38,10,6.33,8.95,2020,2020-01-01,Não
ALUNO-265,Ametista,4,A,7.63,8.75,10,6.87,7.77,5,6,8.12,2020,2020-01-01,Não
ALUNO-266,Ametista,1,B,8.33,8.50,8.9,5.62,8,10,8.5,8.43,2020,2020-01-01,Não
ALUNO-267,Ametista,3,J,8.37,9.16,9.7,5.62,9.77,5,8,8.95,2020,2020-01-01,Sim
ALUNO-270,Ágata,3,C,7.19,6.66,4.2,4.37,8.50,10,8.66,8.12,2020,2020-01-01,Não
ALUNO-273,Quartzo,1,R,4.38,9.00,4.4,7.5,4.38,2.5,0,7.29,2020,2020-01-01,Não
ALUNO-274,Ágata,5,A,6.11,7.91,5.6,7.5,7.44,5,3.66,7.29,2020,2020-01-01,Não
ALUNO-275,Ágata,3,M,6.39,10,5.2,7.5,5.66,10,4.33,6.09,2020,2020-01-01,Não
ALUNO-277,Ametista,1,E,8.01,9.50,8.4,5.62,7.77,5,10,7.70,2020,2020-01-01,Não
ALUNO-278,Ametista,5,L,8.24,8.75,9.6,9.37,8.33,5,7.33,8.74,2020,2020-01-01,Não
ALUNO-280,Ágata,1,F,6.64,8.50,6.2,5,8,5,6.5,6.56,2020,2020-01-01,Não
ALUNO-284,Ametista,3,A,7.90,7.91,9.9,7.5,7.75,5,7.66,7.96,2020,2020-01-01,Não
ALUNO-285,Quartzo,2,D,5.11,9.50,0,7.5,7,10,1,8.12,2020,2020-01-01,Não
ALUNO-286,Ágata,1,G,6.95,8.00,6,6.87,7.75,5,7.5,7.18,2020,2020-01-01,Não
ALUNO-287,Ametista,2,H,8.30,7.41,8.5,7.5,8.83,10,7.5,8.43,2020,2020-01-01,Sim
ALUNO-288,Ágata,2,C,6.84,9.00,7.7,7.5,7.83,5,3.75,8.33,2020,2020-01-01,Não
ALUNO-292,Topázio,4,B,8.48,10,9.9,6.87,9.44,5,7.66,8.95,2020,2020-01-01,Sim
ALUNO-293,Quartzo,5,F,4.41,6.66,10,4.37,6.66,10,0,7.18,2020,2020-01-01,Não
ALUNO-295,Ametista,1,D,7.58,9.00,8.9,4.37,7.75,10,7.25,4.68,2020,2020-01-01,Não
ALUNO-296,Ametista,2,B,7.71,9.00,8.9,7.5,7.66,10,5,7.5,2020,2020-01-01,Não
ALUNO-297,Ágata,3,J,7.20,8.33,8.7,4.37,8.38,5,6,8.12,2020,2020-01-01,Não
ALUNO-298,Ágata,1,G,6.33,8.50,6.6,5,6.83,5,6.5,5,2020,2020-01-01,Não
ALUNO-299,Ametista,8,A,8.38,5.83,10,5.62,0,10,9.2,0,2020,2020-01-01,Não
ALUNO-300,Ágata,8,A,6.77,9.16,0,7.5,0,10,8.4,0,2020,2020-01-01,Não
ALUNO-301,Topázio,1,J,8.84,10,9.2,7.5,7.83,10,9.5,7.91,2020,2020-01-01,Não
ALUNO-305,Ametista,2,J,7.36,8.50,8.3,7.5,8.27,5,6.5,6.45,2020,2020-01-01,Não
ALUNO-306,Quartzo,7,B,3.89,6.66,10,4.37,4.95,10,0,5.15,2020,2020-01-01,Não
ALUNO-309,Ametista,1,G,8.20,8.50,6.5,7.5,7.75,10,10,7.5,2020,2020-01-01,Não
ALUNO-312,Topázio,2,J,8.50,10,9.1,7.5,8.27,10,8.5,5.83,2020,2020-01-01,Não
ALUNO-313,Ametista,0,F,7.90,7.50,10,7.5,6.74,10,6.5,7.5,2020,2020-01-01,Não
ALUNO-315,Topázio,4,A,9.46,9.16,10,9.37,9.88,10,8.66,8.95,2020,2020-01-01,Sim
ALUNO-316,Ágata,2,M,6.42,7.41,7.7,7.5,7.91,10,0,8.12,2020,2020-01-01,Não
ALUNO-318,Ametista,0,B,8.30,9.00,10,7.5,6.99,5,10,7.5,2020,2020-01-01,Não
ALUNO-319,Ágata,2,B,7.18,9.00,9.5,7.5,7.41,10,2,7.5,2020,2020-01-01,Não
ALUNO-321,Quartzo,6,A,4.91,4.58,2,7.5,6.33,10,2,6.40,2020,2020-01-01,Não
ALUNO-335,Ametista,0,B,7.47,8.50,10,4.37,5.16,10,9.5,2.5,2020,2020-01-01,Não
ALUNO-323,Quartzo,1,B,6.05,8.00,9.1,5,6.41,5,4.5,2.5,2020,2020-01-01,Não
ALUNO-324,Ametista,6,A,8.06,8.75,7.9,7.5,8.33,10,6.66,8.59,2020,2020-01-01,Não
ALUNO-328,Ágata,3,M,6.85,7.5,4.1,7.5,7.20,5,9,7.96,2020,2020-01-01,Não
ALUNO-329,Ametista,7,B,7.98,7.91,8.6,7.5,7.62,10,7,7.96,2020,2020-01-01,Não
ALUNO-330,Ametista,1,F,7.68,8.00,7.9,7.5,8,5,8.5,7.5,2020,2020-01-01,Não
ALUNO-332,Ametista,1,H,8.25,9.50,9.2,7.5,7.44,5,10,7.29,2020,2020-01-01,Não
ALUNO-337,Topázio,5,B,8.95,8.33,9.9,10,9.11,10,7,9.16,2020,2020-01-01,Sim
ALUNO-338,Quartzo,7,A,5.91,8.33,2.1,7.5,6.54,10,4.33,7.34,2020,2020-01-01,Não
ALUNO-339,Ametista,3,C,8.13,9.16,9.7,7.5,8.44,5,7.33,8.74,2020,2020-01-01,Não
ALUNO-340,Ametista,3,C,7.59,8.33,9.4,7.5,6.88,5,7,8.54,2020,2020-01-01,Não
ALUNO-341,Topázio,8,A,9.09,9.16,10,7.5,0,10,9.2,0,2020,2020-01-01,Não
ALUNO-342,Ametista,2,B,8.13,9.00,9.2,5.62,8.5,10,8,5.31,2020,2020-01-01,Não
ALUNO-343,Ametista,3,J,7.58,7.5,8.1,7.5,9.00,2.5,8,8.12,2020,2020-01-01,Sim
ALUNO-344,Quartzo,6,A,4.34,0,3.8,5,7.08,10,0,6.71,2020,2020-01-01,Não
ALUNO-345,Topázio,0,F,8.5,8.50,10,7.5,5.74,10,10,7.5,2020,2020-01-01,Não
ALUNO-346,Ametista,1,A,8.41,9.00,8,7.5,7.75,10,9.5,7.18,2020,2020-01-01,Não
ALUNO-348,Ametista,0,D,7.79,9.50,10,6.25,7.83,5,9.5,2.5,2020,2020-01-01,Não
ALUNO-349,Topázio,0,C,9.20,9.50,10,7.5,10,5,10,10,2020,2020-01-01,Sim
ALUNO-353,Ágata,2,G,7.16,10,8.3,6.25,6.94,5,6,7.91,2020,2020-01-01,Não
ALUNO-354,Quartzo,4,F,4.65,9.16,3.4,4.37,6.62,5,0,7.96,2020,2020-01-01,Não
ALUNO-355,Ágata,1,N,6.40,7.50,8.1,5,7.33,5,4,7.70,2020,2020-01-01,Não
ALUNO-359,Ametista,2,F,8.17,8.50,9.3,7.5,7.72,10,7,7.70,2020,2020-01-01,Não
ALUNO-361,Quartzo,1,F,5.66,9.00,4.3,5.62,7.66,10,0,8.12,2020,2020-01-01,Não
ALUNO-364,Ametista,1,B,7.81,9.00,9.9,4.37,7.16,10,7.5,5.62,2020,2020-01-01,Não
ALUNO-365,Ametista,5,G,8.39,9.58,9.6,5,9.12,10,6.66,8.59,2020,2020-01-01,Sim
ALUNO-367,Ametista,3,F,8.32,9.16,9.4,7.5,8.16,10,6.66,8.12,2020,2020-01-01,Não
ALUNO-368,Ametista,8,A,8.69,8.75,10,7.5,0,10,8.3,0,2020,2020-01-01,Não
ALUNO-370,Topázio,3,G,8.61,8.75,9.9,7.5,9.16,10,6.5,8.75,2020,2020-01-01,Sim
ALUNO-371,Ametista,7,B,7.37,7.91,7.8,5,7.41,10,7.33,5.78,2020,2020-01-01,Não
ALUNO-372,Ágata,2,E,6.81,9.00,8,5,6.83,5,6,7.5,2020,2020-01-01,Não
ALUNO-373,Ágata,3,M,6.21,8.75,5,5.62,6.66,5,5.66,8.12,2020,2020-01-01,Não
ALUNO-375,Topázio,2,B,9.33,9.00,9.5,7.5,9.58,10,9.5,9.68,2020,2020-01-01,Sim
ALUNO-377,Ametista,3,G,7.41,9.58,6.7,4.37,8.11,10,6,8.54,2020,2020-01-01,Não
ALUNO-378,Ametista,5,G,7.96,7.91,9.7,3.75,8.25,10,7,8.12,2020,2020-01-01,Não
ALUNO-379,Quartzo,3,H,5.68,10,6.6,5,4.83,5,4.16,5.62,2020,2020-01-01,Não
ALUNO-380,Quartzo,8,A,5.39,0,0,4.37,0,10,8.8,0,2020,2020-01-01,Não
ALUNO-381,Ágata,0,D,6.44,9.50,9.8,2.5,4.16,5,8.5,2.5,2020,2020-01-01,Não
ALUNO-382,Ametista,8,A,8.84,8.33,10,6.87,0,10,9.1,0,2020,2020-01-01,Não
ALUNO-383,Ametista,0,E,7.91,9.50,10,6.87,7.5,5,7.5,7.81,2020,2020-01-01,Não
ALUNO-385,Ametista,3,R,7.33,8.75,8.6,7.5,7.61,5,6,7.70,2020,2020-01-01,Não
ALUNO-387,Ágata,2,R,6.28,9.00,5.6,4.37,7.22,5,6,6.87,2020,2020-01-01,Não
ALUNO-388,Ágata,2,C,7.04,8.00,8.8,7.5,7.22,5,5.5,6.87,2020,2020-01-01,Não
ALUNO-389,Ametista,5,A,8.40,8.33,9,7.5,9.00,5,9.33,8.54,2020,2020-01-01,Sim
ALUNO-390,Ametista,5,A,7.42,8.33,5.3,7.5,7.38,10,7.66,7.70,2020,2020-01-01,Não
ALUNO-393,Ágata,2,F,7.21,9.00,7.5,6.87,7.83,10,4.25,7.08,2020,2020-01-01,Não
ALUNO-394,Quartzo,4,F,5.93,7.5,5.3,5,6.16,5,6.33,6.25,2020,2020-01-01,Não
ALUNO-396,Ametista,4,A,7.45,7.5,9.1,7.5,6.11,5,8,8.12,2020,2020-01-01,Não
ALUNO-397,Ametista,3,B,7.68,9.16,9.5,4.37,6.74,10,6.66,7.5,2020,2020-01-01,Não
ALUNO-399,Quartzo,2,P,4.23,0,4.6,6.87,6.77,5,0,7.70,2020,2020-01-01,Não
ALUNO-400,Quartzo,1,C,4.86,9.00,4.3,3.75,7.5,5,0,7.29,2020,2020-01-01,Não
ALUNO-401,Ametista,3,L,8.41,9.58,9.9,7.5,8.45,10,6.16,7.96,2020,2020-01-01,Não
ALUNO-404,Ametista,3,L,8.31,10,9.9,4.37,8.54,10,6.66,8.59,2020,2020-01-01,Não
ALUNO-406,Ametista,1,D,7.97,9.00,8.8,7.5,7.25,5,9.5,7.18,2020,2020-01-01,Não
ALUNO-407,Ametista,3,L,8.28,5.83,9.9,5,9.16,10,7.66,8.59,2020,2020-01-01,Sim
ALUNO-408,Topázio,0,C,9.31,9.00,10,10,8.33,10,10,7.5,2020,2020-01-01,Não
ALUNO-414,Quartzo,2,P,5.77,6.91,8,7.5,6.88,5,0,8.54,2020,2020-01-01,Não
ALUNO-416,Ametista,2,G,7.78,9.00,9.7,6.25,8.22,5,7,7.70,2020,2020-01-01,Não
ALUNO-421,Ágata,3,A,7.13,9.58,5.9,7.5,7.25,5,7.66,7.65,2020,2020-01-01,Não
ALUNO-424,Ametista,1,G,7.91,9.00,8.8,7.5,7.41,5,9,7.18,2020,2020-01-01,Não
ALUNO-425,Ágata,3,H,7.13,8.75,6.2,7.5,5.66,10,7.33,6.66,2020,2020-01-01,Não
ALUNO-426,Ágata,1,K,6.64,8.00,6.5,7.5,7.83,5,5,7.29,2020,2020-01-01,Não
ALUNO-431,Ágata,0,F,6.81,9.50,9.8,6.87,3.83,5,8.5,2.5,2020,2020-01-01,Não
ALUNO-435,Ametista,4,B,7.31,7.50,8.8,7.5,8.05,5,5.33,8.74,2020,2020-01-01,Não
ALUNO-437,Ametista,1,C,7.80,10,8.5,7.5,7.33,10,5.5,7.91,2020,2020-01-01,Não
