"nome","nam_pedra","num_fase","_des_turma","num_inde","num_iaa","num_ieg","num_ips","num_ipv","num_ian","num_ida","num_ipp","ano","dat_reference","flg_ponto_virada"
ALUNO-878,Ametista,0.0,J,7.08,9.0,6.7,7.5,8.5,5.0,6.7,5.6,2021,2021-01-01,Não
ALUNO-884,Quartzo,5.0,B,4.51,7.9,3.9,0,6.4,5.0,2.1,7.5,2021,2021-01-01,Não
ALUNO-885,Ametista,1.0,J,7.77,10,8.3,7.5,8.8,10,3.9,8.1,2021,2021-01-01,Não
ALUNO-886,Topázio,0.0,Q,8.54,9.5,10,7.5,8.3,10,7.1,7.8,2021,2021-01-01,Não
ALUNO-889,Ametista,2.0,D,7.93,8.5,8.3,7.5,8.8,5.0,8.3,7.5,2021,2021-01-01,Não
ALUNO-890,Ágata,3.0,R,6.05,10,5.3,7.5,5.4,10,2.3,7.2,2021,2021-01-01,Não
ALUNO-892,Ametista,1.0,G,7.41,7.0,9.6,5.6,7.6,5.0,6.9,8.3,2021,2021-01-01,Não
ALUNO-897,Quartzo,3.0,M,5.13,7.9,3.3,6.9,4.8,5.0,4.3,6.7,2021,2021-01-01,Não
ALUNO-899,Ametista,2.0,D,8.09,8.0,7.1,7.5,9.0,10,7.9,7.5,2021,2021-01-01,Sim
ALUNO-902,Ametista,0.0,I,7.27,8.5,10,7.5,6.6,5.0,5.4,7.8,2021,2021-01-01,Não
ALUNO-903,Topázio,1.0,M,9.06,9.0,10,7.5,9.7,10,8.3,8.1,2021,2021-01-01,Sim
ALUNO-904,Ametista,4.0,A,7.14,9.2,5.6,7.5,7.2,10,5.9,7.5,2021,2021-01-01,Não
ALUNO-905,Ágata,0.0,M,6.13,9.5,5.8,7.5,6.6,5.0,3.5,7.5,2021,2021-01-01,Não
ALUNO-906,Topázio,5.0,A,8.63,9.6,9.2,7.5,9.9,10,6.8,7.7,2021,2021-01-01,Sim
ALUNO-907,Quartzo,2.0,P,5.36,0,3.8,7.5,7.6,10,3.1,7.3,2021,2021-01-01,Não
ALUNO-909,Ágata,2.0,H,6.08,9.5,5.4,7.5,7.2,5.0,3.1,7.3,2021,2021-01-01,Não
ALUNO-910,Ágata,6.0,C,6.77,8.8,7.8,7.5,6.7,5.0,5.0,7.5,2021,2021-01-01,Não
ALUNO-911,Ágata,4.0,A,6.23,6.7,6.9,5.0,7.0,5.0,5.1,7.5,2021,2021-01-01,Não
ALUNO-914,Quartzo,2.0,C,5.06,0,2.9,7.5,7.7,5.0,4.6,7.7,2021,2021-01-01,Não
ALUNO-916,Topázio,4.0,G,8.86,8.3,9.7,7.5,9.3,10,7.8,9.2,2021,2021-01-01,Sim
ALUNO-919,Ágata,6.0,A,6.51,7.5,3.9,7.5,6.8,10,5.5,7.8,2021,2021-01-01,Não
ALUNO-922,Ametista,2.0,E,7.47,8.5,6.7,6.3,8.5,10,5.6,8.5,2021,2021-01-01,Não
ALUNO-923,Ágata,0.0,M,5.91,8.0,8.3,5.0,5.0,5.0,3.9,6.6,2021,2021-01-01,Não
ALUNO-926,Ametista,2.0,I,7.21,9.0,7.9,5.0,8.1,5.0,6.9,7.5,2021,2021-01-01,Não
ALUNO-927,Ametista,1.0,J,7.24,7.4,8.8,7.5,8.8,5.0,4.7,8.1,2021,2021-01-01,Não
ALUNO-930,Topázio,5.0,A,8.35,10,8.3,7.5,9.3,5.0,9.0,8.0,2021,2021-01-01,Sim
ALUNO-931,Ametista,1.0,G,7.75,8.5,9.6,6.9,8.2,5.0,6.6,8.3,2021,2021-01-01,Não
ALUNO-972,Topázio,0.0,R,8.25,9.5,10,7.5,9.6,5.0,6.6,8.1,2021,2021-01-01,Sim
ALUNO-932,Ametista,3.0,B,7.28,10,5.8,7.5,6.9,10,6.4,7.1,2021,2021-01-01,Não
ALUNO-937,Topázio,2.0,G,8.58,10,8.3,7.5,8.4,10,8.3,8.1,2021,2021-01-01,Não
ALUNO-938,Ágata,3.0,G,6.88,8.8,7.5,6.3,7.0,5.0,6.0,7.9,2021,2021-01-01,Não
ALUNO-939,Ágata,3.0,D,6.46,9.2,5.0,4.4,6.2,5.0,7.4,9.1,2021,2021-01-01,Não
ALUNO-940,Ágata,1.0,C,6.55,8.5,8.3,7.5,7.1,5.0,2.9,7.9,2021,2021-01-01,Não
ALUNO-969,Topázio,0.0,J,8.59,9.5,10,7.5,9.9,5.0,7.7,8.8,2021,2021-01-01,Sim
ALUNO-987,Ametista,0.0,L,7.96,9.0,8.3,7.5,8.6,10,6.1,7.2,2021,2021-01-01,Não
ALUNO-944,Quartzo,3.0,F,4.62,9.2,4.7,5.6,3.6,5.0,10,7.3,2021,2021-01-01,Não
ALUNO-945,Ametista,3.0,D,7.74,8.8,6.4,7.5,8.6,5.0,9.0,8.3,2021,2021-01-01,Não
ALUNO-946,Ametista,3.0,M,7.54,7.9,6.1,7.5,8.1,10,7.1,7.5,2021,2021-01-01,Não
ALUNO-947,Ametista,1.0,F,7.31,8.5,8.8,7.5,8.1,5.0,5.1,8.1,2021,2021-01-01,Não
ALUNO-948,Ametista,3.0,C,6.90,8.3,6.4,7.5,7.8,5.0,6.2,7.5,2021,2021-01-01,Não
ALUNO-951,Ametista,6.0,A,7.23,8.3,7.2,7.5,7.6,5.0,7.0,8.0,2021,2021-01-01,Não
ALUNO-956,Ametista,0.0,P,7.60,9.0,7.5,7.5,7.6,10,5.9,7.5,2021,2021-01-01,Não
ALUNO-957,Ametista,2.0,N,7.44,7.5,7.5,7.5,7.9,10,5.3,8.1,2021,2021-01-01,Não
ALUNO-958,Ametista,4.0,G,7.49,7.1,8.1,6.9,8.3,5.0,7.6,8.1,2021,2021-01-01,Não
ALUNO-959,Ametista,1.0,N,8.06,9.0,10,7.5,9.4,5.0,6.1,8.1,2021,2021-01-01,Sim
ALUNO-961,Ametista,2.0,N,7.26,9.5,7.5,6.3,7.9,10,4.2,7.7,2021,2021-01-01,Não
ALUNO-963,Ametista,1.0,G,7.88,7.0,9.6,7.5,8.8,5.0,7.3,8.1,2021,2021-01-01,Não
ALUNO-964,Ágata,2.0,G,6.02,0,5.4,7.5,8.0,5.0,6.3,8.3,2021,2021-01-01,Não
ALUNO-965,Ametista,3.0,C,7.23,8.8,6.1,7.5,8.2,10,5.0,7.5,2021,2021-01-01,Não
ALUNO-966,Quartzo,0.0,K,3.30,8.0,0,7.5,5.0,5.0,0,2.5,2021,2021-01-01,Não
ALUNO-973,Ágata,1.0,N,5.93,6.3,7.9,6.3,6.8,5.0,2.7,6.9,2021,2021-01-01,Não
ALUNO-977,Ágata,1.0,B,6.24,9.0,7.1,7.5,5.1,5.0,5.4,5.8,2021,2021-01-01,Não
ALUNO-983,Topázio,3.0,L,8.29,7.9,7.5,7.5,9.8,10,7.2,8.5,2021,2021-01-01,Sim
ALUNO-984,Quartzo,1.0,G,4.08,9.5,4,7.5,4.3,5.0,10,7.2,2021,2021-01-01,Não
ALUNO-986,Ágata,4.0,F,6.42,8.8,6.4,10,7.5,5.0,6.3,8.3,2021,2021-01-01,Não
ALUNO-989,Quartzo,2.0,P,5.20,0,3.3,7.5,6.9,5.0,5.8,7.5,2021,2021-01-01,Não
ALUNO-991,Ametista,2.0,N,7.10,9.0,5.4,7.5,7.7,10,5.2,7.9,2021,2021-01-01,Não
ALUNO-993,Ágata,5.0,F,6.05,5.4,3.6,5.0,6.3,10,6.6,7.0,2021,2021-01-01,Não
ALUNO-994,Ametista,2.0,H,7.60,9.5,7.5,7.5,8.3,5.0,7.4,7.5,2021,2021-01-01,Não
ALUNO-995,Ágata,1.0,F,5.75,8.0,5.8,7.5,7.9,5.0,9,7.7,2021,2021-01-01,Não
ALUNO-996,Ametista,2.0,G,6.89,9.0,5.8,7.5,6.2,10,5.6,7.3,2021,2021-01-01,Não
ALUNO-997,Topázio,2.0,A,8.76,8.5,10,5.0,9.5,10,8.6,7.9,2021,2021-01-01,Sim
ALUNO-999,Ágata,3.0,G,6.85,7.9,6.1,4.4,7.2,10,6.4,6.9,2021,2021-01-01,Não
ALUNO-1001,Topázio,0.0,K,8.93,9.5,10,7.5,10,10,6.9,8.4,2021,2021-01-01,Sim
ALUNO-1002,Ametista,3.0,J,7.69,8.8,8.3,7.5,8.1,5.0,7.5,7.7,2021,2021-01-01,Não
ALUNO-1004,Ametista,0.0,I,7.50,10,10,6.9,6.3,5.0,6.4,7.8,2021,2021-01-01,Não
ALUNO-1007,Quartzo,2.0,P,3.75,0,10,7.5,6.5,5.0,8,7.2,2021,2021-01-01,Não
ALUNO-1009,Ametista,0.0,S,7.40,7.0,10,7.5,7.2,10,6.3,2.5,2021,2021-01-01,Não
ALUNO-1049,Ametista,1.0,R,7.45,7.9,8.8,7.5,8.1,5.0,6.0,8.5,2021,2021-01-01,Não
ALUNO-1010,Ametista,1.0,B,7.44,8.0,10,7.5,8.1,5.0,5.2,7.5,2021,2021-01-01,Não
ALUNO-1013,Ametista,2.0,M,7.29,9.0,7.9,7.5,7.7,5.0,6.1,8.1,2021,2021-01-01,Não
ALUNO-1014,Ametista,1.0,N,7.63,9.0,8.3,7.5,8.7,5.0,6.3,8.1,2021,2021-01-01,Não
ALUNO-1015,Topázio,3.0,J,8.47,9.6,8.9,7.5,9.1,10,6.9,7.9,2021,2021-01-01,Sim
ALUNO-1016,Quartzo,2.0,H,4.94,9.0,8,7.5,8.3,5.0,10,7.5,2021,2021-01-01,Não
ALUNO-1017,Ametista,3.0,J,7.84,8.8,7.2,7.5,9.2,10,5.8,7.9,2021,2021-01-01,Sim
ALUNO-1050,Topázio,0.0,R,8.78,10,10,7.5,9.5,10,6.9,7.5,2021,2021-01-01,Sim
ALUNO-1022,Ametista,1.0,F,7.21,9.0,9.2,7.5,7.9,10,10,7.7,2021,2021-01-01,Não
ALUNO-1023,Ametista,0.0,O,7.89,9.0,10,7.5,9.2,5.0,5.8,7.5,2021,2021-01-01,Sim
ALUNO-1026,Ametista,3.0,B,7.00,9.6,6.1,7.5,6.2,10,5.6,7.1,2021,2021-01-01,Não
ALUNO-1027,Ágata,6.0,C,5.67,7.5,3.9,0,5.4,10,6.8,7.1,2021,2021-01-01,Não
ALUNO-1028,Ametista,2.0,D,6.91,8.4,5.4,7.5,7.8,5.0,7.1,7.5,2021,2021-01-01,Não
ALUNO-1029,Topázio,2.0,P,8.78,9.0,7.9,7.5,9.7,10,8.4,9.2,2021,2021-01-01,Sim
ALUNO-1031,Topázio,1.0,B,8.86,9.5,10,7.5,9.0,10,8.1,7.5,2021,2021-01-01,Sim
ALUNO-1032,Ametista,1.0,R,7.45,10,8.3,7.5,8.3,5.0,5.1,8.5,2021,2021-01-01,Não
ALUNO-1034,Ametista,2.0,M,7.67,8.0,9.2,7.5,9.0,5.0,5.8,8.3,2021,2021-01-01,Sim
ALUNO-1035,Ametista,1.0,C,7.71,9.5,7.9,6.9,9.6,5.0,6.0,8.8,2021,2021-01-01,Sim
ALUNO-1038,Ágata,4.0,F,6.61,8.3,6.1,0,7.3,10,6.5,8.0,2021,2021-01-01,Não
ALUNO-1043,Topázio,0.0,M,8.36,9.5,10,7.5,7.8,10,6.8,7.5,2021,2021-01-01,Não
ALUNO-1044,Topázio,0.0,L,8.25,9.0,10,7.5,8.8,10,5.5,7.5,2021,2021-01-01,Não
ALUNO-1051,Quartzo,3.0,F,3.59,0,10,7.5,2.9,10,10,6.9,2021,2021-01-01,Não
ALUNO-1055,Ágata,3.0,F,6.42,7.5,4.7,5.0,7.6,10,4.7,7.7,2021,2021-01-01,Não
ALUNO-1057,Ametista,3.0,L,7.49,8.3,5.6,7.5,9.0,10,5.8,8.3,2021,2021-01-01,Sim
ALUNO-1063,Quartzo,0.0,S,4.90,9.5,0,7.5,7.5,5.0,2.3,7.5,2021,2021-01-01,Não
ALUNO-1064,Ágata,0.0,N,6.81,10,10,0,7.8,5.0,6.3,5.0,2021,2021-01-01,Não
ALUNO-1065,Ametista,0.0,R,8.00,9.5,10,7.5,8.3,5.0,7.0,7.5,2021,2021-01-01,Não
ALUNO-1066,Ágata,3.0,M,6.54,6.7,4.7,7.5,6.5,10,5.8,7.3,2021,2021-01-01,Não
ALUNO-1067,Topázio,1.0,E,8.54,9.5,10,7.5,9.2,5.0,8.1,8.8,2021,2021-01-01,Sim
ALUNO-1068,Ametista,6.0,A,7.50,9.2,8.6,7.5,7.2,5.0,6.8,8.1,2021,2021-01-01,Não
ALUNO-1070,Ametista,1.0,E,7.75,9.5,9.6,7.5,8.7,5.0,5.4,8.3,2021,2021-01-01,Não
ALUNO-1071,Ametista,2.0,A,7.19,9.5,7.1,7.5,8.6,5.0,5.7,7.3,2021,2021-01-01,Não
ALUNO-1072,Ametista,3.0,C,7.03,9.2,5.3,7.5,8.2,10,4.6,7.5,2021,2021-01-01,Não
ALUNO-1073,Ametista,1.0,B,6.91,8.5,8.3,7.5,6.6,5.0,5.4,7.5,2021,2021-01-01,Não
ALUNO-1075,Ametista,5.0,A,7.85,7.5,7.2,7.5,9.4,10,6.3,7.8,2021,2021-01-01,Sim
ALUNO-1078,Quartzo,2.0,R,4.45,9.0,10,8.1,5.7,5.0,0,7.7,2021,2021-01-01,Não
ALUNO-1083,Quartzo,2.0,E,3.49,0,2.9,5.0,5.7,5.0,0,7.8,2021,2021-01-01,Não
ALUNO-1084,Ametista,1.0,F,7.95,8.0,9.6,6.9,8.2,10,5.6,7.9,2021,2021-01-01,Não
ALUNO-1085,Ágata,4.0,L,6.23,8.8,7.5,7.5,5.5,5.0,3.9,7.3,2021,2021-01-01,Não
ALUNO-1086,Ametista,0.0,O,7.74,7.9,10,7.5,8.6,5.0,6.2,7.5,2021,2021-01-01,Não
ALUNO-1087,Ametista,2.0,M,7.32,8.5,8.8,7.5,8.3,5.0,5.0,8.1,2021,2021-01-01,Não
ALUNO-1089,Ágata,1.0,G,5.65,9.0,2.9,7.5,7.2,5.0,3.6,7.5,2021,2021-01-01,Não
ALUNO-1090,Ametista,1.0,M,7.17,8.5,8.8,7.5,9.0,5.0,3.7,7.9,2021,2021-01-01,Sim
ALUNO-1093,Ametista,6.0,A,7.22,7.9,7.2,7.5,6.8,10,5.4,8.0,2021,2021-01-01,Não
ALUNO-1095,Topázio,1.0,C,9.29,10,9.2,8.1,9.7,10,8.9,9.2,2021,2021-01-01,Sim
ALUNO-1096,Topázio,3.0,B,8.81,10,8.9,7.5,9.7,10,7.5,8.3,2021,2021-01-01,Sim
ALUNO-1098,Topázio,0.0,L,8.31,10,10,7.5,8.8,10,5.3,7.5,2021,2021-01-01,Não
ALUNO-1099,Topázio,1.0,F,8.33,10,9.6,6.3,8.9,10,5.9,8.1,2021,2021-01-01,Não
ALUNO-1103,Quartzo,2.0,G,4.00,0,2.9,5.6,5.5,5.0,3.3,6.0,2021,2021-01-01,Não
ALUNO-1104,Ametista,1.0,N,6.88,9.5,7.9,7.5,7.9,5.0,3.6,7.9,2021,2021-01-01,Não
ALUNO-1105,Ágata,2.0,D,6.62,9.5,6.3,6.3,7.3,5.0,5.5,7.3,2021,2021-01-01,Não
ALUNO-1107,Ametista,2.0,B,8.21,10,9.6,7.5,8.5,5.0,8.0,7.5,2021,2021-01-01,Não
ALUNO-1110,Ágata,2.0,A,6.87,9.0,5.4,7.5,7.3,10,5.1,6.5,2021,2021-01-01,Não
ALUNO-1112,Ametista,7.0,A,7.24,8.3,7.2,6.3,6.3,10,6.5,7.8,2021,2021-01-01,Não
ALUNO-1114,Ágata,3.0,M,6.37,7.5,4.4,7.5,5.0,10,6.5,6.9,2021,2021-01-01,Não
ALUNO-1115,Quartzo,1.0,E,3.63,0,10,6.9,6.7,5.0,4,7.1,2021,2021-01-01,Não
ALUNO-1117,Ametista,0.0,N,7.12,9.5,8.3,0,7.0,10,6.8,7.5,2021,2021-01-01,Não
ALUNO-1119,Ametista,2.0,A,7.38,10,5.8,7.5,8.2,10,5.6,7.1,2021,2021-01-01,Não
ALUNO-1122,Ametista,4.0,L,7.90,8.8,5.8,7.5,8.3,10,8.4,7.8,2021,2021-01-01,Não
ALUNO-1123,Ametista,4.0,G,7.63,7.5,8.6,6.3,8.5,5.0,7.5,8.3,2021,2021-01-01,Não
ALUNO-1124,Ametista,4.0,F,7.26,7.9,8.6,5.6,8.4,5.0,6.0,8.1,2021,2021-01-01,Não
ALUNO-1126,Quartzo,3.0,G,5.04,7.1,3.3,7.5,4.8,5.0,4.0,6.7,2021,2021-01-01,Não
ALUNO-1127,Ametista,3.0,A,7.54,9.2,7.8,6.3,7.8,10,5.5,7.9,2021,2021-01-01,Não
ALUNO-1128,Ametista,4.0,F,7.96,9.2,8.9,5.0,8.9,5.0,8.1,8.8,2021,2021-01-01,Não
ALUNO-1129,Ametista,2.0,I,7.26,6.8,7.9,6.9,8.1,10,4.6,7.7,2021,2021-01-01,Não
ALUNO-1130,Topázio,2.0,N,9.10,10,10,7.5,9.9,5.0,9.5,9.8,2021,2021-01-01,Sim
ALUNO-1131,Ágata,3.0,M,5.77,7.1,5.6,7.5,6.0,5.0,4.1,6.9,2021,2021-01-01,Não
ALUNO-1132,Ametista,7.0,A,7.58,7.1,8.6,7.5,7.4,5.0,8.0,8.3,2021,2021-01-01,Não
ALUNO-1136,Topázio,4.0,E,8.29,8.8,9.2,7.5,9.1,5.0,8.2,8.8,2021,2021-01-01,Sim
ALUNO-1139,Ágata,3.0,C,6.49,8.8,5.8,7.5,7.3,5.0,5.0,7.5,2021,2021-01-01,Não
ALUNO-1140,Ágata,5.0,B,6.54,7.5,6.1,7.5,7.2,5.0,5.5,7.8,2021,2021-01-01,Não
ALUNO-1141,Ametista,2.0,P,6.96,7.4,5.0,7.5,8.9,5.0,6.9,8.1,2021,2021-01-01,Não
ALUNO-1143,Ametista,0.0,O,7.15,8.5,10,3.8,7.1,5.0,6.3,7.5,2021,2021-01-01,Não
ALUNO-1146,Ametista,3.0,A,7.77,9.6,7.2,7.5,8.3,10,6.1,7.5,2021,2021-01-01,Não
ALUNO-1147,Ametista,5.0,L,8.18,9.6,8.1,7.5,8.6,5.0,8.9,8.8,2021,2021-01-01,Não
ALUNO-1149,Ágata,0.0,P,5.82,9.0,4.2,7.5,6.3,5.0,5.4,5.0,2021,2021-01-01,Não
ALUNO-1150,Ametista,1.0,G,7.31,8.0,8.8,7.5,7.6,5.0,5.8,8.3,2021,2021-01-01,Não
ALUNO-1151,Ágata,3.0,L,5.93,0,5.3,7.5,6.3,5.0,7.8,7.9,2021,2021-01-01,Não
ALUNO-1155,Topázio,0.0,R,9.04,9.5,10,7.5,9.8,10,7.7,8.4,2021,2021-01-01,Sim
ALUNO-1156,Ágata,4.0,A,6.73,8.8,5.3,5.6,6.2,10,6.5,7.0,2021,2021-01-01,Não
ALUNO-1157,Ametista,0.0,R,7.62,7.5,6.7,7.5,8.2,10,7.1,7.5,2021,2021-01-01,Não
ALUNO-1159,Ametista,5.0,L,8.01,8.8,8.3,7.5,8.4,5.0,8.6,8.3,2021,2021-01-01,Não
ALUNO-1160,Ametista,4.0,A,7.13,7.9,5.8,7.5,7.4,10,5.8,8.0,2021,2021-01-01,Não
ALUNO-1161,Ágata,3.0,L,6.45,7.9,6.1,3.8,8.1,5.0,6.9,5.8,2021,2021-01-01,Não
ALUNO-1164,Ágata,0.0,S,6.57,9.0,5.0,7.5,7.2,5.0,6.2,7.5,2021,2021-01-01,Não
ALUNO-1165,Ametista,3.0,F,7.76,7.9,8.6,7.5,8.9,5.0,7.2,7.7,2021,2021-01-01,Não
ALUNO-1166,Quartzo,2.0,E,3.97,0,2.1,6.9,5.7,5.0,3.5,5.4,2021,2021-01-01,Não
ALUNO-1167,Ágata,2.0,G,6.29,10,6.3,7.5,6.2,10,10,6.9,2021,2021-01-01,Não
ALUNO-1168,Ametista,1.0,M,8.10,9.5,9.6,7.5,9.0,5.0,6.9,8.1,2021,2021-01-01,Sim
ALUNO-1170,Quartzo,1.0,E,4.27,9.5,10,8.1,5.2,5.0,0,7.3,2021,2021-01-01,Não
ALUNO-1171,Topázio,3.0,F,9.02,8.8,8.9,6.3,9.9,10,9.2,9.2,2021,2021-01-01,Sim
ALUNO-1174,Ágata,6.0,C,6.77,8.3,7.2,3.8,6.3,10,6.0,6.7,2021,2021-01-01,Não
ALUNO-1175,Ágata,1.0,J,5.91,8.0,6.3,7.5,6.7,5.0,2.2,8.4,2021,2021-01-01,Não
ALUNO-1176,Ametista,5.0,B,8.00,9.2,6.9,8.1,9.3,5.0,8.5,8.4,2021,2021-01-01,Sim
ALUNO-1181,Ametista,1.0,F,7.96,9.0,9.6,5.6,8.7,5.0,7.6,8.1,2021,2021-01-01,Não
ALUNO-1182,Ametista,0.0,L,7.00,7.4,8.3,7.5,6.6,10,4.4,6.6,2021,2021-01-01,Não
ALUNO-1183,Ametista,1.0,B,7.61,8.5,9.2,7.5,8.3,5.0,6.4,7.5,2021,2021-01-01,Não
ALUNO-1190,Ametista,2.0,M,7.55,8.5,8.8,7.5,8.3,5.0,6.1,8.1,2021,2021-01-01,Não
ALUNO-1205,Ametista,2.0,A,8.04,8.5,9.2,7.5,8.9,10,5.5,7.3,2021,2021-01-01,Não
ALUNO-1191,Quartzo,3.0,A,4.61,7.5,2.5,4.4,4.2,10,10,7.1,2021,2021-01-01,Não
ALUNO-1195,Topázio,3.0,B,8.32,9.2,8.6,7.5,8.3,10,7.4,7.9,2021,2021-01-01,Não
ALUNO-1196,Ametista,7.0,A,7.89,9.2,6.9,7.5,9.0,10,6.1,8.3,2021,2021-01-01,Não
ALUNO-1197,Ametista,7.0,A,8.04,8.3,8.3,7.5,7.3,10,7.8,7.8,2021,2021-01-01,Não
ALUNO-1198,Quartzo,2.0,J,4.81,9.5,3.3,5.0,5.3,5.0,2.4,6.7,2021,2021-01-01,Não
ALUNO-1199,Ametista,0.0,S,7.02,8.5,8.3,7.5,7.7,5.0,4.9,7.5,2021,2021-01-01,Não
ALUNO-1201,Ametista,7.0,A,7.03,7.1,6.1,5.6,7.1,10,6.5,8.1,2021,2021-01-01,Não
ALUNO-1204,Topázio,1.0,G,8.79,10,9.6,7.5,9.6,10,6.9,8.3,2021,2021-01-01,Sim
ALUNO-1206,Topázio,0.0,T,8.87,8.5,10,7.5,9.7,10,7.6,8.1,2021,2021-01-01,Sim
ALUNO-1210,Topázio,0.0,L,8.25,8.0,10,7.5,8.0,10,6.8,7.5,2021,2021-01-01,Não
ALUNO-1211,Ágata,0.0,L,6.74,8.4,6.7,7.5,6.1,10,4.8,6.6,2021,2021-01-01,Não
ALUNO-1212,Ágata,1.0,G,5.70,9.0,4.2,6.3,7.2,5.0,3.3,7.5,2021,2021-01-01,Não
ALUNO-1214,Ametista,1.0,M,7.49,10,10,7.5,9.2,5.0,3.0,8.1,2021,2021-01-01,Sim
ALUNO-1215,Ametista,1.0,B,7.40,9.5,10,2.5,8.4,5.0,6.3,7.5,2021,2021-01-01,Não
ALUNO-1217,Ametista,3.0,A,8.18,8.8,8.6,7.5,9.5,5.0,7.6,9.2,2021,2021-01-01,Sim
ALUNO-1219,Ametista,5.0,B,8.20,7.9,7.5,7.5,8.6,10,7.9,8.6,2021,2021-01-01,Não
ALUNO-1221,Topázio,2.0,N,8.61,9.0,10,7.5,9.4,5.0,8.0,9.8,2021,2021-01-01,Sim
ALUNO-1223,Ágata,2.0,R,6.77,6.8,8.3,8.1,6.8,5.0,4.7,8.1,2021,2021-01-01,Não
ALUNO-1226,Ágata,2.0,R,6.62,5.3,8.3,8.1,6.8,5.0,4.7,8.1,2021,2021-01-01,Não
ALUNO-1228,Quartzo,3.0,L,3.60,0,6,7.5,2.5,10,3.1,6.3,2021,2021-01-01,Não
ALUNO-1229,Ágata,1.0,J,5.58,9.5,5.8,4.4,7.9,5.0,7,8.1,2021,2021-01-01,Não
ALUNO-1256,Ágata,5.0,A,6.54,9.2,7.5,7.5,6.9,5.0,3.6,7.7,2021,2021-01-01,Não
ALUNO-1230,Ametista,4.0,G,7.71,7.1,8.6,6.9,8.1,10,5.8,8.1,2021,2021-01-01,Não
ALUNO-1231,Quartzo,2.0,E,4.13,0,10,6.3,6.5,5.0,3.1,7.5,2021,2021-01-01,Não
ALUNO-1232,Quartzo,2.0,H,2.71,0,8,7.5,2.5,5.0,9,6.3,2021,2021-01-01,Não
ALUNO-1233,Ametista,5.0,F,7.41,9.6,6.7,5.0,6.5,10,7.8,7.7,2021,2021-01-01,Não
ALUNO-1234,Ametista,0.0,L,7.22,8.5,6.7,7.5,7.2,10,5.6,7.5,2021,2021-01-01,Não
ALUNO-1237,Quartzo,3.0,F,4.37,6.7,2.2,7.5,4.2,5.0,2.3,7.1,2021,2021-01-01,Não
ALUNO-1239,Ágata,1.0,R,5.57,8.5,5.8,7.5,5.9,5.0,2.0,7.3,2021,2021-01-01,Não
ALUNO-1240,Ametista,2.0,K,6.91,7.4,7.9,7.5,8.5,5.0,4.3,7.9,2021,2021-01-01,Não
ALUNO-1242,Quartzo,1.0,G,5.50,7.4,4.6,7.5,6.6,5.0,2.4,8.1,2021,2021-01-01,Não
ALUNO-1244,Ametista,1.0,B,7.38,10,8.8,7.5,7.4,5.0,5.8,7.5,2021,2021-01-01,Não
ALUNO-1248,Ágata,3.0,G,6.04,9.2,3.9,5.6,6.1,5.0,6.5,7.7,2021,2021-01-01,Não
ALUNO-1250,Ágata,3.0,R,6.34,6.7,5.8,6.9,7.1,5.0,5.8,7.5,2021,2021-01-01,Não
ALUNO-1251,Ametista,3.0,M,7.78,8.8,7.2,6.3,7.4,10,8.1,7.5,2021,2021-01-01,Não
ALUNO-1254,Ametista,3.0,C,7.37,9.2,5.8,7.5,7.2,10,6.8,7.5,2021,2021-01-01,Não
ALUNO-1260,Ágata,1.0,C,6.16,9.0,5.0,7.5,7.3,5.0,3.9,7.7,2021,2021-01-01,Não
ALUNO-1264,Ágata,2.0,E,6.25,8.0,4.2,8.1,7.3,10,3.1,7.3,2021,2021-01-01,Não
ALUNO-1266,Quartzo,3.0,R,4.81,10,3.3,5.6,2.8,10,10,6.9,2021,2021-01-01,Não
ALUNO-1268,Ametista,1.0,A,6.97,8.0,7.5,7.5,8.4,5.0,5.0,7.5,2021,2021-01-01,Não
ALUNO-1275,Topázio,1.0,G,8.46,9.5,9.6,7.5,9.8,5.0,7.8,8.3,2021,2021-01-01,Sim
ALUNO-1278,Ágata,0.0,P,5.67,8.0,4.2,7.5,6.2,5.0,4.6,6.3,2021,2021-01-01,Não
ALUNO-1279,Quartzo,5.0,L,4.72,8.3,10,0,5.1,10,3.8,7.3,2021,2021-01-01,Não
ALUNO-1285,Topázio,1.0,J,8.40,9.0,10,7.5,9.1,10,5.9,7.7,2021,2021-01-01,Sim
ALUNO-1286,Ametista,0.0,K,8.01,10,8.3,7.5,7.6,10,6.5,7.8,2021,2021-01-01,Não
ALUNO-1287,Ametista,0.0,J,7.54,8.0,10,7.5,8.4,5.0,5.3,7.5,2021,2021-01-01,Não
ALUNO-1288,Ágata,7.0,A,6.78,8.8,7.2,5.6,5.4,10,5.8,6.7,2021,2021-01-01,Não
ALUNO-1289,Ágata,2.0,L,6.86,8.5,7.9,7.5,7.1,5.0,4.8,7.9,2021,2021-01-01,Não
ALUNO-1292,Topázio,3.0,A,8.61,9.6,9.7,7.5,8.7,10,6.7,8.8,2021,2021-01-01,Não
ALUNO-1296,Ágata,1.0,G,6.84,9.5,8.8,7.5,7.2,5.0,3.5,7.5,2021,2021-01-01,Não
ALUNO-1298,Ametista,0.0,O,7.52,10,8.3,7.5,7.8,5.0,6.4,7.5,2021,2021-01-01,Não
ALUNO-1299,Ametista,7.0,A,7.93,7.1,8.3,7.5,7.8,10,7.2,8.3,2021,2021-01-01,Não
ALUNO-1300,Ametista,1.0,J,7.29,9.0,8.8,7.5,7.8,5.0,5.3,7.9,2021,2021-01-01,Não
